scene,det_id,cx,cy,bbox,area,score,rf,cnn,hsv,depth,clip,hsv_frac,lap_var
abcdef2.jpg,21,497,221,"(483, 193, 29, 57)",1653,0.7621,0.9544,0.4686,1.0,0.6409,0.5135,0.6696,640.8705
abcdef2.jpg,22,35,149,"(26, 138, 19, 23)",437,0.6191,0.6605,0.4604,1.0,0.2673,0.5141,0.7281,267.2718
abcdef2.jpg,23,393,127,"(387, 121, 13, 13)",169,0.5526,0.3816,0.4893,1.0,0.4774,0.5122,0.52,477.3768
abcdef2.jpg,24,450,111,"(442, 102, 16, 18)",288,0.7202,0.8942,0.4725,1.0,0.4184,0.5195,0.4833,418.3545
abcdef2.jpg,25,334,85,"(328, 82, 13, 7)",91,0.5153,0.3702,0.4835,1.0,0.1645,0.5021,0.6947,164.5498
abcdef2.jpg,26,441,81,"(435, 77, 12, 9)",108,0.6305,0.6713,0.495,1.0,0.2224,0.5043,0.8036,222.4106
abcdef5.jpg,1,399,462,"(378, 432, 43, 61)",2623,0.7143,0.9512,0.5066,1.0,0.0405,0.5046,0.4423,40.5395
abcdef5.jpg,2,486,403,"(469, 376, 34, 54)",1836,0.6301,0.7322,0.469,1.0,0.0971,0.5111,0.781,97.0909
abcdef5.jpg,3,346,361,"(329, 339, 35, 44)",1540,0.5353,0.3179,0.4371,1.0,0.7104,0.5271,0.8036,710.3904
abcdef5.jpg,4,40,305,"(0, 277, 81, 57)",4617,0.4995,0.3054,0.4891,1.0,0.2146,0.5166,0.7183,214.6457
abcdef5.jpg,5,88,285,"(69, 272, 38, 26)",988,0.5266,0.3127,0.5142,1.0,0.3717,0.5102,0.6384,371.6515
abcdef5.jpg,6,203,252,"(191, 247, 24, 11)",264,0.5036,0.3127,0.4933,1.0,0.215,0.5,0.7126,214.9977
abcdef5.jpg,7,452,265,"(442, 246, 21, 39)",819,0.6172,0.6613,0.5003,1.0,0.1068,0.5048,0.7302,106.8033
abcdef5.jpg,8,506,239,"(501, 233, 11, 12)",132,0.7213,0.9616,0.5213,1.0,0.0231,0.499,0.7206,23.0807
abcdef5.jpg,9,163,226,"(159, 219, 9, 15)",135,0.5059,0.3127,0.5341,1.0,0.0957,0.496,0.6226,95.7439
abcdef5.jpg,10,104,179,"(79, 153, 51, 53)",2703,0.4882,0.3127,0.4622,1.0,0.17,0.5144,0.62,169.9502
abcdef5.jpg,11,492,181,"(473, 151, 39, 60)",2340,0.7217,0.9627,0.507,1.0,0.073,0.5119,0.4701,72.9976
abcdef5.jpg,12,180,168,"(167, 122, 26, 93)",2418,0.4992,0.3127,0.4959,1.0,0.1623,0.497,0.6451,162.3458
abcdef5.jpg,13,276,63,"(272, 55, 9, 17)",153,0.616,0.5403,0.5157,1.0,0.4643,0.5048,0.3071,464.2649
abcdef5.jpg,14,334,51,"(324, 42, 20, 19)",380,0.6987,0.9405,0.5187,0.9123,0.055,0.5049,0.1825,55.0223
abcdef5.jpg,15,455,53,"(436, 19, 38, 68)",2584,0.7128,0.9684,0.4921,1.0,0.0166,0.5013,0.4818,16.58
abcdef5.jpg,16,352,10,"(347, 3, 10, 15)",150,0.72,0.9423,0.519,1.0,0.085,0.4967,0.2936,85.0243
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,1,174,434,"(166, 406, 16, 57)",912,0.4794,0.2879,0.4536,1.0,0.1988,0.5205,0.7433,198.8044
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,2,143,403,"(131, 388, 24, 30)",720,0.6542,0.6641,0.5149,1.0,0.4156,0.5172,0.6025,415.6177
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,3,196,368,"(181, 352, 30, 32)",960,0.498,0.3127,0.4615,1.0,0.2707,0.5212,0.8371,270.7329
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,4,426,290,"(401, 269, 51, 43)",2193,0.4683,0.2801,0.4671,1.0,0.0682,0.506,0.8231,68.186
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,5,300,248,"(296, 243, 9, 10)",90,0.5271,0.2985,0.5511,1.0,0.2971,0.4963,0.7424,297.0886
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,6,417,228,"(411, 224, 12, 9)",108,0.5965,0.5313,0.4985,1.0,0.3604,0.4968,0.4345,360.447
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,7,120,219,"(116, 212, 8, 14)",112,0.5273,0.3037,0.5161,1.0,0.404,0.4917,0.3769,403.9716
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,8,201,279,"(144, 211, 115, 136)",15640,0.5305,0.3179,0.49,1.0,0.4778,0.537,0.5733,477.8061
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,9,100,173,"(78, 151, 45, 45)",2025,0.4931,0.3061,0.4835,1.0,0.167,0.5123,0.6516,166.9686
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,10,186,110,"(183, 102, 7, 16)",112,0.5495,0.5421,0.4913,0.7613,0.3557,0.4862,0.1523,355.7339
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,11,57,140,"(41, 97, 32, 86)",2752,0.4922,0.3127,0.4914,1.0,0.1074,0.5216,0.718,107.3776
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,12,248,101,"(240, 94, 17, 15)",255,0.5357,0.3037,0.4967,1.0,0.5554,0.4933,0.493,555.396
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,13,223,90,"(213, 81, 21, 19)",399,0.5251,0.3037,0.5053,1.0,0.4195,0.5041,0.5024,419.4686
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,14,160,81,"(154, 71, 13, 20)",260,0.5179,0.2926,0.5925,1.0,0.0816,0.4876,0.4175,81.6244
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,15,170,52,"(165, 41, 10, 23)",230,0.5112,0.2841,0.5643,1.0,0.1421,0.4852,0.3779,142.1349
acd8f9e8821defeaa18850c312f274b8_jpg.rf.B17103w66Er3JGjLB39I.jpg,16,110,6,"(99, 0, 23, 13)",299,0.707,0.8937,0.5485,1.0,0.0227,0.4956,0.5895,22.7483
adc9666bce53bef67d5412ff3b869bbd_jpg.rf.xbWH4bGZ4aKkeCc38zCl.jpg,1,102,366,"(98, 360, 9, 12)",108,0.5979,0.5485,0.5171,1.0,0.2491,0.5021,0.246,249.1068
adc9666bce53bef67d5412ff3b869bbd_jpg.rf.xbWH4bGZ4aKkeCc38zCl.jpg,2,23,138,"(18, 130, 10, 16)",160,0.4899,0.2841,0.4891,1.0,0.1927,0.5002,0.7289,192.702
autumn-crocus-3661690__340_jpg.rf.KBQ9a2rnbbaUteP1ISHi.jpg,1,263,164,"(256, 158, 15, 13)",195,0.5376,0.2985,0.4965,1.0,0.594,0.5012,0.5807,593.9962
autumn-crocus-3661690__340_jpg.rf.KBQ9a2rnbbaUteP1ISHi.jpg,2,187,159,"(177, 151, 20, 16)",320,0.5336,0.2985,0.4969,1.0,0.5524,0.5017,0.4252,552.4023
autumn-crocus-5626735__340_jpg.rf.CUAgTweoI2xjnSG1CjdN.jpg,1,233,25,"(223, 18, 21, 15)",315,0.5606,0.5192,0.5098,1.0,0.0047,0.4964,0.5522,4.6781
autumn-crocus-5626735__340_jpg.rf.ymrcDfdqf6GiTYeweg4P.jpg,1,233,25,"(223, 18, 21, 15)",315,0.5606,0.5192,0.5098,1.0,0.0047,0.4964,0.5522,4.6781
b1254d7be60fecece97817291c1ade2684a4fd2f-600x398_webp.rf.biycuNcajZVi0A17AoOi.jpg,1,78,403,"(45, 343, 66, 120)",7920,0.5109,0.3179,0.478,1.0,0.3238,0.528,0.6376,323.8406
b1254d7be60fecece97817291c1ade2684a4fd2f-600x398_webp.rf.biycuNcajZVi0A17AoOi.jpg,2,230,340,"(216, 330, 29, 21)",609,0.4971,0.3127,0.5017,1.0,0.1202,0.5033,0.677,120.2428
b1a122f41058b231ffbbb460a4dde70b_jpg.rf.WiJSAPyCqKPujEXtsLdd.jpg,1,158,47,"(153, 37, 10, 21)",210,0.5501,0.3037,0.4762,1.0,0.7719,0.4911,0.573,771.8919
b1a122f41058b231ffbbb460a4dde70b_jpg.rf.WiJSAPyCqKPujEXtsLdd.jpg,2,213,53,"(206, 27, 14, 53)",742,0.5338,0.3037,0.498,1.0,0.5321,0.5083,0.3799,532.0834
b1a122f41058b231ffbbb460a4dde70b_jpg.rf.WiJSAPyCqKPujEXtsLdd.jpg,3,179,16,"(165, 0, 28, 32)",896,0.5104,0.3037,0.4888,1.0,0.3301,0.5133,0.6776,330.1171
b1a122f41058b231ffbbb460a4dde70b_jpg.rf.WiJSAPyCqKPujEXtsLdd.jpg,4,157,5,"(150, 0, 14, 10)",140,0.4935,0.2985,0.4797,1.0,0.2114,0.4929,0.8029,211.4321
b2af22f730fe920c428bcb733be89c1c_jpg.rf.lcpBhp30dyW6A4lqgCZe.jpg,1,212,365,"(197, 350, 31, 31)",961,0.7257,0.9606,0.5061,1.0,0.1234,0.5174,0.9908,123.3726
b2af22f730fe920c428bcb733be89c1c_jpg.rf.lcpBhp30dyW6A4lqgCZe.jpg,2,204,89,"(186, 83, 36, 12)",432,0.7222,0.9377,0.5186,1.0,0.1249,0.5097,0.7708,124.8533
b2af22f730fe920c428bcb733be89c1c_jpg.rf.lcpBhp30dyW6A4lqgCZe.jpg,3,401,61,"(394, 57, 15, 8)",120,0.5425,1.0,0.5448,0.0,0.0181,0.5073,0.0,18.0804
b2af22f730fe920c428bcb733be89c1c_jpg.rf.lcpBhp30dyW6A4lqgCZe.jpg,4,497,56,"(482, 51, 30, 10)",300,0.7059,0.9405,0.4992,1.0,0.0198,0.5041,0.5467,19.7862
b2af22f730fe920c428bcb733be89c1c_jpg.rf.lcpBhp30dyW6A4lqgCZe.jpg,5,458,50,"(437, 45, 42, 11)",462,0.7102,0.9405,0.5119,1.0,0.0187,0.505,0.5233,18.7326
b3569950fc8a4c8afa048e025b0e756c_jpg.rf.HELFwJ7Ov5FFLJxlirwp.jpg,1,461,485,"(411, 459, 101, 53)",5353,0.5149,0.3127,0.4925,1.0,0.331,0.5469,0.7741,330.962
b3569950fc8a4c8afa048e025b0e756c_jpg.rf.HELFwJ7Ov5FFLJxlirwp.jpg,2,66,310,"(59, 306, 14, 8)",112,0.5177,0.3061,0.4926,1.0,0.3813,0.5007,0.5019,381.3378
b3569950fc8a4c8afa048e025b0e756c_jpg.rf.HELFwJ7Ov5FFLJxlirwp.jpg,3,461,28,"(411, 0, 101, 57)",5757,0.4871,0.311,0.4979,1.0,0.0399,0.5056,0.3121,39.883
b3569950fc8a4c8afa048e025b0e756c_jpg.rf.HELFwJ7Ov5FFLJxlirwp.jpg,4,171,24,"(110, 0, 123, 49)",6027,0.5169,0.3127,0.5343,1.0,0.205,0.5038,0.6292,204.9516
b3569950fc8a4c8afa048e025b0e756c_jpg.rf.HELFwJ7Ov5FFLJxlirwp.jpg,5,65,28,"(0, 0, 130, 56)",7280,0.513,0.3127,0.541,1.0,0.1427,0.512,0.6938,142.6886
b5a2db04bd33e701efd8f047d40e3d18_jpg.rf.7TXK6HM8FDYDn9qeL6Ly.jpg,1,257,320,"(254, 299, 7, 42)",294,0.5046,0.3179,0.5055,1.0,0.1644,0.4906,0.2281,164.3687
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,1,16,439,"(0, 393, 33, 92)",3036,0.7106,0.9576,0.4996,1.0,0.006,0.5105,0.7367,5.9683
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,2,316,397,"(311, 388, 10, 18)",180,0.4746,0.0316,0.5221,1.0,0.8075,0.5232,0.9136,807.464
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,3,108,348,"(76, 321, 64, 55)",3520,0.6056,0.6503,0.4948,1.0,0.048,0.51,0.6966,47.9759
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,4,351,318,"(343, 312, 16, 12)",192,0.739,0.9544,0.4973,1.0,0.3091,0.5315,0.6667,309.0995
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,5,322,326,"(309, 306, 27, 41)",1107,0.7331,0.8942,0.4975,1.0,0.4597,0.5324,0.3299,459.7267
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,6,481,219,"(476, 211, 10, 16)",160,0.5224,0.9367,0.5242,0.0,0.1112,0.4945,0.0,111.1566
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,7,379,107,"(370, 95, 18, 24)",432,0.5629,0.9476,0.4937,0.0417,0.5013,0.4981,0.0083,501.268
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,8,498,91,"(494, 82, 8, 19)",152,0.5073,0.9435,0.5034,0.0,0.0091,0.4934,0.0,9.1016
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,9,132,103,"(114, 68, 37, 71)",2627,0.7457,0.9544,0.4936,1.0,0.3892,0.5032,0.2368,389.2048
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,10,507,55,"(503, 43, 9, 24)",216,0.7161,0.9616,0.5103,1.0,0.0098,0.4983,0.4407,9.7726
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,11,16,64,"(0, 36, 32, 56)",1792,0.5093,0.9499,0.5037,0.0,0.0055,0.5033,0.0,5.522
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,12,45,36,"(38, 24, 14, 25)",350,0.5057,0.9499,0.4901,0.0,0.0173,0.5017,0.0,17.2501
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,13,441,45,"(388, 0, 106, 90)",9540,0.6743,0.9405,0.4856,0.8188,0.114,0.5093,0.1638,114.0077
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,14,353,75,"(331, 0, 45, 150)",6750,0.6028,0.9476,0.4878,0.4009,0.202,0.5032,0.0802,201.9777
b6330ed4-9307-4dec-bba4-2539781944ef-8f18360_jpg.rf.K0c47hQJpnrLREjohX5U.jpg,15,318,10,"(316, 0, 5, 20)",100,0.5165,0.9367,0.5036,0.0,0.124,0.4921,0.0,124.0002
ba887462b31cfa4b0a2a0ad6461b40e9_jpg.rf.npQmUweTJHxV5tGBBsV8.jpg,1,233,337,"(229, 331, 9, 12)",108,0.7809,0.9631,0.4751,1.0,0.7748,0.5128,0.4901,774.8276
ba887462b31cfa4b0a2a0ad6461b40e9_jpg.rf.npQmUweTJHxV5tGBBsV8.jpg,2,202,141,"(183, 119, 38, 45)",1710,0.5267,0.3179,0.4888,1.0,0.4435,0.5244,0.4,443.4851
ba887462b31cfa4b0a2a0ad6461b40e9_jpg.rf.npQmUweTJHxV5tGBBsV8.jpg,3,163,121,"(146, 106, 34, 30)",1020,0.5147,0.3804,0.4915,1.0,0.0948,0.5216,0.5466,94.8485
bafc56e0039cd58877583828253cf574_jpg.rf.Q50xrnp5dbNE95WtO6tL.jpg,1,7,274,"(0, 266, 14, 17)",238,0.4819,0.2985,0.4933,1.0,0.0475,0.5016,0.3086,47.5315
bafc56e0039cd58877583828253cf574_jpg.rf.Q50xrnp5dbNE95WtO6tL.jpg,2,98,180,"(92, 175, 13, 11)",143,0.4845,0.3127,0.4912,1.0,0.0312,0.5103,0.313,31.1908
bc0e33e9623ce11796ffde89ee68d7cc_jpg.rf.CV9E1ky57Bqik3y54wHG.jpg,1,362,304,"(355, 301, 14, 7)",98,0.5768,0.3037,0.4967,1.0,0.9663,0.4849,0.3097,966.2917
bc0e33e9623ce11796ffde89ee68d7cc_jpg.rf.CV9E1ky57Bqik3y54wHG.jpg,2,132,221,"(124, 213, 17, 16)",272,0.5928,0.312,0.5246,1.0,1.0,0.5139,0.2672,1168.4312
beautiful-saffron-flowers-field-34716529_webp.rf.H9zOpAk5jnICocSqB6Xd.jpg,1,181,362,"(167, 353, 29, 18)",522,0.4807,0.2944,0.4864,1.0,0.0739,0.5019,0.6967,73.8969
beautiful-saffron-flowers-field-34716529_webp.rf.H9zOpAk5jnICocSqB6Xd.jpg,2,51,215,"(0, 197, 102, 36)",3672,0.4938,0.3087,0.4714,1.0,0.2074,0.4878,0.4118,207.3839
beautiful-saffron-flowers-field-34716529_webp.rf.H9zOpAk5jnICocSqB6Xd.jpg,3,411,181,"(395, 172, 33, 18)",594,0.5303,0.3787,0.5072,1.0,0.2019,0.5199,0.257,201.9026
c7204c4d1406d33686d6992150115d65_jpg.rf.8CzuYaawkS0hebBgXGiz.jpg,1,316,436,"(303, 426, 26, 21)",546,0.7143,0.9314,0.5094,1.0,0.1006,0.4963,0.6746,100.6394
c7204c4d1406d33686d6992150115d65_jpg.rf.8CzuYaawkS0hebBgXGiz.jpg,2,284,395,"(265, 388, 39, 14)",546,0.4702,0.2782,0.4829,1.0,0.0382,0.4987,0.9253,38.1786
c7204c4d1406d33686d6992150115d65_jpg.rf.8CzuYaawkS0hebBgXGiz.jpg,3,505,342,"(499, 338, 13, 8)",104,0.7197,0.9384,0.5265,1.0,0.0699,0.4909,0.4026,69.859
c7204c4d1406d33686d6992150115d65_jpg.rf.8CzuYaawkS0hebBgXGiz.jpg,4,123,338,"(118, 334, 11, 8)",88,0.4885,0.3127,0.4833,1.0,0.0988,0.5042,0.5261,98.7799
close-up-saffron-flowers-flower-46680580_webp.rf.ryiiHJFvXH3fZitvhJUd.jpg,1,256,470,"(214, 428, 84, 84)",7056,0.4799,0.2894,0.5026,1.0,0.0272,0.505,0.5001,27.2044
close-up-saffron-flowers-flower-46680580_webp.rf.ryiiHJFvXH3fZitvhJUd.jpg,2,343,268,"(323, 233, 41, 70)",2870,0.6384,0.725,0.4851,1.0,0.1487,0.4932,0.2803,148.6888
close-up-saffron-flowers-flower-46680580_webp.rf.ryiiHJFvXH3fZitvhJUd.jpg,3,280,66,"(275, 56, 10, 21)",210,0.4818,0.2985,0.4897,1.0,0.0598,0.4952,0.6488,59.82
crocus-4073076__340_jpg.rf.kqGpx0x0UIPFdqCICzfj.jpg,1,403,381,"(397, 356, 12, 50)",600,0.5915,0.5485,0.5567,1.0,0.0472,0.4879,0.291,47.1958
crocus-4073076__340_jpg.rf.kqGpx0x0UIPFdqCICzfj.jpg,2,43,166,"(37, 149, 13, 35)",455,0.4942,0.2943,0.5436,1.0,0.0094,0.4932,0.6945,9.3832
crocus-4073076__340_jpg.rf.kqGpx0x0UIPFdqCICzfj.jpg,3,197,49,"(188, 29, 19, 40)",760,0.7094,0.9538,0.4988,1.0,0.0095,0.4986,0.2115,9.4851
crocus-4073076__340_jpg.rf.oHpqe9dA4jdi9pBhIzMN.jpg,1,403,381,"(397, 356, 12, 50)",600,0.591,0.5485,0.555,1.0,0.0476,0.4873,0.2937,47.5753
crocus-4073076__340_jpg.rf.oHpqe9dA4jdi9pBhIzMN.jpg,2,252,333,"(249, 325, 7, 16)",112,0.4869,0.2841,0.5224,1.0,0.0463,0.4961,0.5695,46.2886
crocus-4073076__340_jpg.rf.oHpqe9dA4jdi9pBhIzMN.jpg,3,43,166,"(37, 149, 13, 35)",455,0.4942,0.2943,0.5436,1.0,0.0094,0.4932,0.6945,9.3832
crocus-4073076__340_jpg.rf.oHpqe9dA4jdi9pBhIzMN.jpg,4,197,49,"(188, 29, 19, 40)",760,0.7094,0.9538,0.4988,1.0,0.0095,0.4986,0.2115,9.4851
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,1,237,258,"(231, 240, 13, 37)",481,0.5639,0.3077,0.4463,1.0,1.0,0.506,0.4906,1434.9712
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,2,344,238,"(336, 231, 16, 15)",240,0.6597,0.5549,0.5529,0.8598,1.0,0.5102,0.172,1599.587
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,3,158,187,"(145, 177, 27, 21)",567,0.5782,0.3037,0.4911,1.0,1.0,0.5117,0.575,1826.3482
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,4,80,221,"(54, 176, 52, 91)",4732,0.5818,0.3179,0.4871,1.0,1.0,0.5163,0.5058,1077.1619
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,5,426,101,"(421, 92, 10, 18)",180,0.54,0.3043,0.5728,1.0,0.3307,0.5048,0.2197,330.7297
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,6,343,102,"(331, 82, 24, 40)",960,0.5567,0.3036,0.5831,1.0,0.4638,0.5122,0.3579,463.7903
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,7,11,78,"(7, 70, 9, 17)",153,0.5224,0.2985,0.5252,1.0,0.3415,0.5068,0.6995,341.5009
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,8,502,80,"(492, 65, 20, 30)",600,0.5606,0.3113,0.5096,1.0,0.733,0.5107,0.5641,732.9839
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,9,239,55,"(235, 49, 9, 12)",108,0.5324,0.2984,0.5965,1.0,0.1916,0.4998,0.2163,191.6167
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,10,86,51,"(76, 43, 21, 16)",336,0.5343,0.2984,0.5726,1.0,0.2942,0.5036,0.2468,294.2397
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,11,363,42,"(359, 35, 9, 14)",126,0.5386,0.3179,0.5249,1.0,0.4359,0.5074,0.2015,435.8781
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,12,454,41,"(444, 33, 21, 17)",357,0.5242,0.2984,0.5688,1.0,0.2066,0.5004,0.2978,206.577
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,13,124,35,"(119, 30, 11, 11)",121,0.5228,0.2984,0.5412,1.0,0.2898,0.4989,0.2854,289.7741
crocus-4878623__340_jpg.rf.1SnWjUMjHUMYf5zL7j1D.jpg,14,30,27,"(26, 20, 9, 15)",135,0.6348,0.7534,0.5426,0.8113,0.1895,0.4906,0.1623,189.4734
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,1,452,261,"(449, 251, 7, 20)",140,0.6046,0.3037,0.5665,1.0,1.0,0.4986,0.7303,1235.4948
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,2,237,258,"(232, 240, 11, 37)",407,0.5657,0.3077,0.4515,1.0,1.0,0.506,0.5333,1569.9639
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,3,344,238,"(336, 231, 16, 15)",240,0.6571,0.5549,0.5531,0.8466,1.0,0.5108,0.1693,1598.8145
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,4,158,187,"(145, 177, 27, 20)",540,0.5785,0.3037,0.4921,1.0,1.0,0.5089,0.5697,1826.7529
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,5,80,221,"(55, 175, 50, 92)",4600,0.5833,0.3179,0.4915,1.0,1.0,0.5156,0.5127,1091.2876
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,6,426,100,"(421, 92, 10, 17)",170,0.5351,0.3043,0.5599,1.0,0.3265,0.5069,0.2194,326.4708
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,7,343,102,"(331, 82, 24, 40)",960,0.5576,0.3036,0.5854,1.0,0.4644,0.5131,0.3499,464.379
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,8,11,78,"(7, 70, 9, 16)",144,0.5226,0.2985,0.5244,1.0,0.3459,0.5052,0.7398,345.8859
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,9,502,80,"(492, 65, 20, 30)",600,0.5605,0.3113,0.5096,1.0,0.7321,0.5107,0.5641,732.1364
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,10,240,54,"(235, 49, 10, 11)",110,0.5319,0.2984,0.5984,1.0,0.1804,0.5008,0.2134,180.4227
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,11,87,51,"(78, 43, 19, 16)",304,0.5364,0.2984,0.5776,1.0,0.2986,0.5039,0.2477,298.56
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,12,364,42,"(360, 35, 8, 14)",112,0.541,0.3179,0.5359,1.0,0.4216,0.5061,0.2077,421.6111
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,13,454,42,"(444, 33, 21, 18)",378,0.523,0.2984,0.5656,1.0,0.2064,0.501,0.2859,206.3886
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,14,124,35,"(119, 30, 11, 11)",121,0.5233,0.2984,0.5425,1.0,0.2904,0.4989,0.2779,290.3557
crocus-4878623__340_jpg.rf.RGe6hSZKVO7iAvq7ZWau.jpg,15,30,27,"(26, 20, 9, 14)",126,0.6318,0.7534,0.5307,0.8242,0.1752,0.4919,0.1648,175.1717
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,1,98,316,"(90, 307, 17, 19)",323,0.6066,0.3179,0.5582,1.0,1.0,0.5174,0.3026,2234.1008
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,2,377,335,"(351, 292, 53, 86)",4558,0.5477,0.3179,0.489,1.0,0.6525,0.5166,0.4703,652.5018
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,3,123,296,"(70, 249, 107, 94)",10058,0.588,0.3179,0.5049,1.0,1.0,0.5257,0.4076,1367.0817
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,4,406,259,"(400, 236, 12, 47)",564,0.5182,0.2991,0.5478,1.0,0.2177,0.5077,0.2662,217.7255
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,5,283,155,"(265, 126, 37, 59)",2183,0.4954,0.3127,0.5198,1.0,0.0403,0.5115,0.6048,40.3384
crocus-4878639__340_jpg.rf.n4T2X2cXoqyb8sGX5QsS.jpg,6,138,130,"(134, 124, 9, 12)",108,0.7141,0.9423,0.5206,1.0,0.0212,0.4905,0.2421,21.1702
